"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"
"1:14:00::"	"the"	"court"	"to"	"for"	"to_the"	"the_court"	"court_for"	"go_to_the"	"to_the_court"	"the_court_for"	"court_for_a"	"VB"	"VB"	"DT"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"bond"	"issue"	"go"	"to"	"the"	"state"	"court"	"for"	"a"	"friendly"	"test_suit"	"to"	"test"	"the"	"validity"	"of"	"the"	"act"	"and_then"	"the"	"sale"	"will"	"begin"	"and"	"contract"	"let"	"for"	"repair"	"work"	"on"	"some"	"of"	"georgia"	"most"	"heavily"	"traveled"	"highway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"as"	"funds"	"''"	"."	"''_as"	"as_funds"	"funds_."	"expend_''_as"	"''_as_funds"	"as_funds_."	"funds_._∅"	"VB"	"ε"	"IN"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"group"	"is"	"ask"	"the"	"group"	"in"	"a"	"privilege"	"resolution"	"to"	"endorse"	"increased"	"support"	"for"	"public"	"education"	"provided_that"	"such"	"fund"	"be"	"receive"	"and"	"expend"	"as"	"state"	"funds"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"the"	"of"	"about"	"literature"	"about_the"	"the_of"	"of_literature"	"old_man_about_the"	"about_the_of"	"the_of_literature"	"of_literature_or"	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"call"	"the"	"afternoon"	"on"	"my"	"old"	"friend"	"person"	"the"	"anglo-american"	"literary"	"critic"	"his"	"mother"	"be_born"	"in"	"ohio"	"who"	"live"	"alone"	"in"	"a"	"fairytale"	"cottage"	"on"	"the"	"location"	"raise_hell"	"and"	"the"	"former"	"only"	"when"	"the"	"venerable"	"gentleman"	"become"	"an"	"angry"	"old_man"	"about"	"the"	"state"	"of"	"literature"	"or"	"something"	"else"	"that"	"is"	"dwindle"	"and"	"diminish"	"such_as"	"human"	"stature"	"hope"	"and"	"humor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"often"	"that"	"is"	"the"	"is_often"	"often_that"	"that_the"	"it_is_often"	"is_often_that"	"often_that_the"	"that_the_largest"	"PRP"	"VBZ"	"RB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"often"	"state"	"that"	"the"	"largest"	"snake"	"require"	"five"	"year"	"to"	"attain"	"maturity"	"but"	"this"	"apparently"	"be"	"an"	"overestimation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"of"	"against"	"virginia"	"against_the"	"the_of"	"of_virginia"	"treason_against_the"	"against_the_of"	"the_of_virginia"	"of_virginia_,"	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"october"	"person"	"was"	"find"	"guilty"	"treason"	"against"	"the"	"state"	"of"	"virginia"	"incite"	"slave"	"rebellion"	"and"	"murder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"election"	"for"	","	"for_the"	"the_election"	"election_,"	"prepare_for_the"	"for_the_election"	"the_election_,"	"election_,_they"	"VB"	"VB"	"DT"	"NN"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"rhode_islander"	"prepare"	"for"	"the"	"state"	"election"	"they"	"watch"	"person"	"trial"	"with"	"extreme"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"the"	"of"	"newspaper"	"of_the"	"the_the"	"the_newspaper"	"section_of_the"	"of_the_the"	"the_the_newspaper"	"the_newspaper_'"	"NN"	"IN"	"DT"	"NN"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"section"	"of"	"the"	"state"	"the"	"newspaper"	"reaction"	"to"	"person"	"trial"	"and"	"sentence"	"be"	"basically"	"identical"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"the"	"election"	"to"	"."	"to_the"	"the_election"	"election_."	"attention_to_the"	"to_the_election"	"the_election_."	"election_._∅"	"NN"	"TO"	"DT"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"despite"	"the"	"excitement"	"being"	"cause"	"by"	"the"	"trial"	"and"	"of"	"person"	"rhode_islander"	"turn"	"their"	"attention"	"to"	"the"	"state"	"election"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"a"	"of"	"in"	"torpor"	"in_a"	"a_of"	"of_torpor"	"hibernate_in_a"	"in_a_of"	"a_of_torpor"	"of_torpor_."	"VB"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"apart"	"from"	"the"	"honeybee"	"practically"	"all"	"and"	"bumblebee"	"hibernate"	"in"	"a"	"state"	"of"	"torpor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"being"	"so"	"opinion"	"badly"	"opinion_being"	"being_so"	"so_badly"	"this_opinion_being"	"opinion_being_so"	"being_so_badly"	"so_badly_but"	"DT"	"NN"	"VBG"	"VB"	"RB"	"RB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ordinary"	"politeness"	"may"	"have"	"against"	"this"	"opinion"	"being"	"state"	"so"	"badly"	"but"	"anyone"	"with"	"a"	"wide"	"acquaintance"	"in"	"both"	"group"	"and"	"who"	"has"	"sit"	"through"	"the"	"many"	"round_table"	"workshop"	"or"	"panel_discussion"	"whatever"	"they"	"be"	"called"	"on"	"this"	"subject"	"will"	"recognize"	"that"	"the"	"final"	"boiled-down"	"crux_of_the_matter"	"be"	"education"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"were"	"to"	"which"	"be"	"which_were"	"were_to"	"to_be"	"molecular_weight_which_were"	"which_were_to"	"were_to_be"	"to_be_520"	"NN"	"WDT"	"VBD"	"VB"	"TO"	"VB"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"two"	"fluid"	"which"	"give"	"the"	"small"	"pressure"	"be"	"polybutene"	"with"	"molecular_weight"	"which"	"were"	"state"	"to"	"be"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"steady"	"."	"the"	"∅"	"the_steady"	"steady_."	"._∅"	"to_the_steady"	"the_steady_."	"steady_._∅"	"._∅_∅"	"TO"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"above"	"development"	"we"	"have"	"apply"	"the"	"thermodynamics_of_equilibrium"	"to"	"by"	"some"	"as"	"thermostatics"	"to"	"the"	"steady"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"which"	"that"	"entropy"	"*"	"entropy_which"	"which_that"	"that_*"	"and_entropy_which"	"entropy_which_that"	"which_that_*"	"that_*_*"	"CC"	"NN"	"WDT"	"VB"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"a"	"well-known"	"between"	"probability"	"and"	"entropy"	"which"	"state"	"that"	"f"	"where"	"be"	"the"	"probability"	"that"	"state"	"i.e."	"volume"	"for"	"an"	"ideal_gas"	"could"	"be"	"reach"	"by"	"chance"	"alone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"that"	"("	"probability"	"i.e."	"probability_that"	"that_("	"(_i.e."	"the_probability_that"	"probability_that_("	"that_(_i.e."	"(_i.e._,"	"DT"	"NN"	"IN"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"a"	"well-known"	"relationship"	"between"	"probability"	"and"	"entropy"	"which"	"that"	"f"	"where"	"be"	"the"	"probability"	"that"	"state"	"i.e."	"volume"	"for"	"an"	"ideal_gas"	"could"	"be"	"reach"	"by"	"chance"	"alone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"a"	"of"	"in"	"panic"	"in_a"	"a_of"	"of_panic"	"be_in_a"	"in_a_of"	"a_of_panic"	"of_panic_:"	"VB"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"the"	"second"	"day"	"person"	"begin"	"to"	"worry"	"by"	"the"	"second"	"night"	"he"	"be"	"in"	"a"	"state"	"of"	"panic"	"he"	"could"	"see"	"nothing"	"out"	"of"	"the"	"afflicted"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"and"	"trooper"	"constable"	"who"	"constable_and"	"and_trooper"	"trooper_who"	"the_constable_and"	"constable_and_trooper"	"and_trooper_who"	"trooper_who_follow"	"DT"	"NN"	"CC"	"NN"	"NN"	"WP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so_much_for"	"the"	"tiresome"	"fact"	"as"	"familiar"	"to"	"you"	"sure"	"as"	"to"	"the"	"constable"	"and"	"state"	"trooper"	"who"	"follow"	"in"	"your"	"wake"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"that"	"the_manchester_guardian"	"departure"	"the_manchester_guardian_,"	",_that"	"that_departure"	"in_the_manchester_guardian_,"	"the_manchester_guardian_,_that"	",_that_departure"	"that_departure_from"	"IN"	"DT"	"ε"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"m.p."	"write"	"the_manchester_guardian"	"state"	"that"	"departure"	"from"	"location"	"are"	"now"	"run"	"at"	"the"	"rate"	"not"	"of"	"but"	"of"	"a"	"week"	"and"	"application"	"to"	"leave"	"have"	"rise"	"to"	"a"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"and"	"funds"	"federal"	"with"	"federal_and"	"and_funds"	"funds_with"	"seek_federal_and"	"federal_and_funds"	"and_funds_with"	"funds_with_which"	"VB"	"JJ"	"CC"	"NN"	"NN"	"IN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"town_meeting"	"direct"	"town"	"to"	"seek"	"federal"	"and"	"state"	"funds"	"with"	"which"	"to"	"conduct"	"a"	"preliminary"	"survey"	"of"	"a"	"proposed"	"sewage"	"plant"	"with"	"its"	"attendant"	"facility"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"the"	"of"	"in"	"the"	"in_the"	"the_of"	"of_the"	"change_in_the"	"in_the_of"	"the_of_the"	"of_the_hypothalamus"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"we"	"comment"	"far"	"on"	"these"	"pathological"	"we"	"should"	"remember"	"that"	"change"	"in"	"the"	"state"	"of"	"the"	"hypothalamus"	"within"	"physiological"	"limit"	"distinguish"	"sleep"	"from"	"wakefulness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:03:00::"	"a"	"of"	"in"	"depression"	"in_a"	"a_of"	"of_depression"	")_in_a"	"in_a_of"	"a_of_depression"	"of_depression_,"	"ε"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"has"	"further"	"been"	"show"	"that"	"an"	"experimental"	"neurosis"	"in"	"its"	"initial"	"stage"	"is"	"associate"	"with"	"a"	"reversible"	"shift"	"in"	"the"	"central"	"balance"	"drug"	"alter"	"the"	"hypothalamic"	"balance"	"alter"	"conditioned_reaction"	"in"	"a"	"state"	"of"	"depression"	"the"	"conditioned_stimulus"	"may"	"fail"	"to"	"elicit"	"a"	"conditioned_reaction"	"but"	"cause"	"an"	"increased"	"synchrony"	"instead"	"of"	"the"	"excitatory"	"desynchronizing"	"alerting"	"effect"	"on"	"the"	"eeg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
