"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"
"2:39:01::"	"you"	"like"	"``"	"that"	"``_you"	"you_like"	"like_that"	"∅_``_you"	"``_you_like"	"you_like_that"	"like_that_picture"	"ε"	"ε"	"PRP"	"VB"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"like"	"that"	"picture"	"i"	"have"	"at"	"the"	"office"	"person"	"had"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"better"	"at"	"a"	"his"	"a_better"	"better_at"	"at_his"	"get_a_better"	"a_better_at"	"better_at_his"	"at_his_face"	"VB"	"DT"	"JJ"	"NN"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"show"	"her"	"surprise"	"by"	"tighten"	"the"	"rein"	"and"	"the"	"gelding"	"around"	"so"	"that"	"she"	"could"	"get"	"a"	"better"	"look"	"at"	"his"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"stand"	"about"	"and"	"him"	"and_stand"	"stand_about"	"about_him"	"pipe_and_stand"	"and_stand_about"	"stand_about_him"	"about_him_."	"NN"	"CC"	"VB"	"VB"	"RB"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"finish"	"with"	"the"	"team"	"fill"	"his"	"pipe"	"and"	"stand"	"look"	"about"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"have"	"."	"might"	"∅"	"might_have"	"have_."	"._∅"	"christ_might_have"	"might_have_."	"have_._∅"	"._∅_∅"	"NN"	"MD"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"go_into"	"the"	"location"	"want"	"to"	"draw"	"hebraic"	"face"	"so_that"	"could"	"reach"	"a"	"visual"	"understanding"	"of"	"how"	"christ"	"might"	"have"	"look"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"a"	"he"	"-"	"remember"	"-_a"	"a_he"	"he_remember"	"death_-_a"	"-_a_he"	"a_he_remember"	"he_remember_well"	"NN"	"ε"	"DT"	"NN"	"PRP"	"VB"	"RB"	"concentrated"	"week"	"put"	"his"	"two"	"figure"	"together"	"a"	"person"	"who"	"would"	"be"	"young"	"and"	"sensitive"	"yet"	"strong"	"enough"	"to"	"hold"	"her"	"son"	"on"	"her"	"lap"	"and"	"a"	"jesus"	"who"	"though"	"lean"	"be"	"strong"	"in"	"death"	"a"	"look"	"remember"	"well"	"from"	"his"	"experience"	"in"	"the"	"dead_room"	"of"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"up"	"exhale"	"across"	"exhale_,"	",_up"	"up_across"	",_exhale_,"	"exhale_,_up"	",_up_across"	"up_across_the"	"ε"	"VB"	"ε"	"VB"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"door"	"of"	"the"	"d"	"train"	"slide"	"shut"	"and"	"i"	"drop"	"into"	"a"	"seat"	"and"	"exhale"	"look"	"up"	"across"	"the"	"aisle"	"the"	"whole"	"aviary"	"in"	"my"	"head"	"burst"	"into"	"song"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"-"	"as"	"bodybuilder"	"though"	"bodybuilder_-"	"-_as"	"as_though"	"''_bodybuilder_-"	"bodybuilder_-_as"	"-_as_though"	"as_though_he"	"ε"	"NN"	"ε"	"VB"	"IN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"as"	"you"	"can"	"also"	"see"	"it"	"not"	"a"	"painful"	"exercise"	"because"	"person"	"the"	"happy"	"bodybuilder"	"look"	"as"	"though"	"he"	"were"	"have"	"the"	"time"	"of"	"his"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"''"	"of"	"rock"	"the"	"rock_''"	"''_of"	"of_the"	"solid_rock_''"	"rock_''_of"	"''_of_the"	"of_the_great"	"JJ"	"NN"	"ε"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"kind"	"of"	"chest"	"that"	"invariably"	"win"	"that"	"steel"	"edged"	"carved"	"out_of"	"solid"	"rock"	"look"	"of"	"the"	"great"	"champion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"brooding"	","	","	"which"	",_brooding"	"brooding_,"	",_which"	"haunted_,_brooding"	",_brooding_,"	"brooding_,_which"	",_which_person"	"JJ"	"ε"	"JJ"	"NN"	"ε"	"WDT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"droop"	"about"	"the"	"place"	"a"	"haunted"	"brooding"	"look"	"which"	"person"	"attribute"	"to"	"the"	"baby"	"death"	"until"	"the"	"day"	"a"	"letter"	"come"	"for"	"her"	"addressed"	"to"	"person"	"bear"	"a"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"stand"	"into"	"and"	"one"	"and_stand"	"stand_into"	"into_one"	"hall_and_stand"	"and_stand_into"	"stand_into_one"	"into_one_room"	"NN"	"CC"	"VB"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"enough"	"time"	"had"	"elapse"	"so_that"	"there"	"be"	"little"	"likelihood"	"of"	"his"	"for"	"something"	"he"	"had"	"forget"	"person"	"go_out"	"into"	"the"	"hall"	"and"	"stand"	"look"	"into"	"one"	"room"	"after"	"another"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"she"	"at"	"∅"	"him"	"∅_she"	"she_at"	"at_him"	"∅_∅_she"	"∅_she_at"	"she_at_him"	"at_him_in"	"ε"	"ε"	"PRP"	"VB"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"at"	"him"	"in"	"surprise"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"at"	"head"	"his"	"head_to"	"to_at"	"at_his"	"his_head_to"	"head_to_at"	"to_at_his"	"at_his_brother"	"PRP$"	"NN"	"TO"	"VB"	"VB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"person"	"his"	"head"	"to"	"look"	"at"	"his"	"brother"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"'s"	"a_lot"	"he"	"better"	"he_'s"	"'s_a_lot"	"a_lot_better"	"``_he_'s"	"he_'s_a_lot"	"'s_a_lot_better"	"a_lot_better_,"	"ε"	"PRP"	"VBZ"	"VB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"a_lot"	"better"	"and"	"he"	"able"	"to"	"run"	"person"	"explain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"as"	"and"	"if"	"and_it"	"it_as"	"as_if"	",_and_it"	"and_it_as"	"it_as_if"	"as_if_coach"	"ε"	"CC"	"PRP"	"VB"	"IN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"have"	"two"	"more"	"road_game"	"at"	"location"	"and"	"houston"	"they"	"play"	"for"	"the"	"home_folks"	"again"	"and"	"it"	"look"	"as"	"if"	"coach"	"person"	"men"	"will"	"meet"	"the"	"group"	"just_as"	"they"	"are"	"develop"	"into"	"the"	"kind"	"of"	"team"	"they"	"were"	"expect"	"to"	"be"	"in"	"preseason"	"reckoning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"."	"as"	"∅"	"as_it"	"it_."	"._∅"	"innocent_as_it"	"as_it_."	"it_._∅"	"._∅_∅"	"JJ"	"IN"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"obscurity"	"of"	"politician"	"may_not"	"be"	"as"	"innocent"	"as"	"it"	"look"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"been"	"at"	"had"	"her"	"had_been"	"been_at"	"at_her"	"he_had_been"	"had_been_at"	"been_at_her"	"at_her_soulfully"	"PRP"	"VBD"	"VBN"	"VB"	"VB"	"PRP$"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"moonlit"	"night"	"was"	"make_for"	"and"	"he"	"had"	"been"	"look"	"at"	"her"	"soulfully"	"for"	"some"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"into"	"paper"	"the"	"paper_and"	"and_into"	"into_the"	"the_paper_and"	"paper_and_into"	"and_into_the"	"into_the_mustached"	"DT"	"NN"	"CC"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"glance"	"up"	"over"	"top"	"of"	"the"	"paper"	"and"	"look"	"into"	"the"	"mustached"	"homely"	"face"	"of"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"person"	"at"	"∅"	"the"	"∅_person"	"person_at"	"at_the"	"∅_∅_person"	"∅_person_at"	"person_at_the"	"at_the_pair"	"ε"	"ε"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"at"	"the"	"pair"	"of"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
