"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"
"2:32:03::"	"person"	"."	"-"	"∅"	"-_person"	"person_."	"._∅"	"''_-_person"	"-_person_."	"person_._∅"	"._∅_∅"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"listen"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"she"	"to"	"∅"	"doubt"	"∅_she"	"she_to"	"to_doubt"	"∅_∅_she"	"∅_she_to"	"she_to_doubt"	"to_doubt_whether"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"begin"	"to"	"doubt"	"whether"	"there"	"had"	"be"	"in_fact"	"a"	"lethal_dose"	"of"	"opium"	"in"	"the"	"cup"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"private_detective"	"."	"modern"	"∅"	"modern_private_detective"	"private_detective_."	"._∅"	"the_modern_private_detective"	"modern_private_detective_."	"private_detective_._∅"	"._∅_∅"	"DT"	"JJ"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"advent"	"of"	"person"	"sherlock_holmes"	"development"	"of"	"the"	"modern"	"private_detective"	"begin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"to"	"haltingly"	"get"	"haltingly_,"	",_to"	"to_get"	"say_haltingly_,"	"haltingly_,_to"	",_to_get"	"to_get_an"	"VB"	"RB"	"ε"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"do"	"n't"	"know"	"person"	"he"	"haltingly"	"begin"	"to"	"get"	"an"	"inkling"	"of"	"person"	"plan"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"was"	"to"	"person"	"recover"	"person_was"	"was_to"	"to_recover"	"-_person_was"	"person_was_to"	"was_to_recover"	"to_recover_from"	"ε"	"NNP"	"VBD"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"damn"	"you"	"person"	"person"	"begin"	"to"	"recover"	"from"	"his"	"initial"	"shock"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"their"	"dawn"	"day"	"dawn_and"	"and_their"	"their_day"	"at_dawn_and"	"dawn_and_their"	"and_their_day"	"their_day_'s"	"IN"	"NN"	"CC"	"VB"	"PRP$"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"morning"	"of"	"september"	"person"	"and"	"rise"	"at"	"dawn"	"and"	"begin"	"their"	"day"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"person"	"the"	"boy"	"long"	"boy_person"	"person_the"	"the_long"	"a_boy_person"	"boy_person_the"	"person_the_long"	"the_long_process"	"DT"	"NN"	"NNP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"boy"	"person"	"begin"	"the"	"long"	"process"	"of"	"extract"	"the"	"goodness"	"of"	"the"	"out-of-doors"	"its"	"tang"	"of"	"weather"	"its"	"change"	"of"	"season"	"its"	"variable"	"mood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"in"	"year"	"1929"	"year_,"	",_in"	"in_1929"	"the_year_,"	"year_,_in"	",_in_1929"	"in_1929_,"	"DT"	"NN"	"ε"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"over"	"year"	"begin"	"in"	"person"	"has"	"been"	"award"	"seventeen"	"major"	"prize"	"include"	"two"	"gold"	"medal"	"two"	"ranger_fund_purchase_awards"	"the"	"joseph_pennell_memorial_medal"	"two"	"american_watercolor_society_prizes"	"the"	"blair_purchase_prize"	"for"	"watercolor"	"location"	"of"	"chicago"	"and_others"	"in"	"location"	"new_york"	"location"	"new_haven"	"location"	"location"	"and"	"most_recently"	"the"	"prize"	"for"	"a"	"watercolor"	"at"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"person"	","	","	"and"	",_person"	"person_,"	",_and"	"''_,_person"	",_person_,"	"person_,_and"	",_and_then"	"ε"	"ε"	"NNP"	"VB"	"ε"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"trouble"	"with"	"person"	"begin"	"and"	"then"	"check"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"person"	"his"	"with"	"professional"	"with_person"	"person_his"	"his_professional"	"open_with_person"	"with_person_his"	"person_his_professional"	"his_professional_career"	"VB"	"IN"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new"	"open"	"with"	"person"	"begin"	"his"	"professional"	"career"	"in_charge"	"of"	"an"	"apothecary"	"shop"	"in"	"copenhagen"	"and"	"as"	"lecturer"	"at"	"the"	"university"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"admirer"	"to"	"'s"	"fear"	"'s_admirer"	"admirer_to"	"to_fear"	"stravinsky_'s_admirer"	"'s_admirer_to"	"admirer_to_fear"	"to_fear_that"	"NN"	"POS"	"NN"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"time"	"is"	"run_out"	"many_of"	"stravinsky"	"admirer"	"begin"	"to"	"fear"	"that"	"he"	"will"	"never"	"find"	"terra_firma"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	","	","	"an"	",_to"	"to_,"	",_an"	"is_,_to"	",_to_,"	"to_,_an"	",_an_important"	"VB"	"ε"	"TO"	"VB"	"ε"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"to"	"begin"	"an"	"important"	"sex"	"difference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"man"	"the"	","	"downward"	",_man"	"man_the"	"the_downward"	"existence_,_man"	",_man_the"	"man_the_downward"	"the_downward_circuit"	"NN"	"ε"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"this"	"act"	"of"	"disobedience"	"and"	"not"	"with"	"inception"	"of"	"his"	"individual"	"existence"	"man"	"begin"	"the"	"downward"	"circuit"	"on"	"the"	"spiral"	"of"	"history"	"descend"	"from"	"the"	"create"	"capacity"	"for"	"immortality"	"to"	"an"	"inescapable"	"mortality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"day"	"to"	"of"	"develop"	"of_day"	"day_to"	"to_develop"	"pattern_of_day"	"of_day_to"	"day_to_develop"	"to_develop_,"	"NN"	"IN"	"NN"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"a"	"pattern"	"of"	"day"	"begin"	"to"	"develop"	"for"	"person"	"did"	"not"	"die"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"morning"	"."	"the"	"∅"	"the_morning"	"morning_."	"._∅"	"since_the_morning"	"the_morning_."	"morning_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"the"	"first"	"time"	"any"	"us"	"had"	"laugh"	"since"	"the"	"morning"	"begin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"soon"	"the"	"the"	"better"	"the_soon"	"soon_the"	"the_better"	",_the_soon"	"the_soon_the"	"soon_the_better"	"the_better_the"	"ε"	"DT"	"RB"	"VB"	"DT"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"backbend"	"be"	"of"	"extreme"	"importance"	"to"	"any"	"form"	"of"	"gymnastics"	"and"	"as"	"with"	"all"	"acrobatics"	"the"	"soon"	"begin"	"the"	"better"	"the"	"result"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"first"	"to"	"had"	"study"	"had_first"	"first_to"	"to_study"	"he_had_first"	"had_first_to"	"first_to_study"	"to_study_music"	"PRP"	"VBD"	"RB"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ever"	"since"	"had"	"first"	"begin"	"to"	"study"	"music"	"and"	"to"	"teach"	"it"	"rousseau"	"had"	"dream"	"of"	"pierce"	"through"	"to"	"fame"	"as"	"the"	"result"	"of"	"a"	"successful"	"opera"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"finally"	"to"	"did"	"get_around"	"did_finally"	"finally_to"	"to_get_around"	"be_did_finally"	"did_finally_to"	"finally_to_get_around"	"to_get_around_among"	"VB"	"VBD"	"RB"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"of_course"	"the"	"news"	"of"	"the"	"composer"	"be"	"did"	"finally"	"begin"	"to"	"get_around"	"among"	"his"	"close"	"friend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"slowly"	"to"	"she"	"dance"	"she_slowly"	"slowly_to"	"to_dance"	"closed_she_slowly"	"she_slowly_to"	"slowly_to_dance"	"to_dance_a"	"JJ"	"PRP"	"RB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"pick_up"	"the"	"hem"	"of"	"her"	"and"	"with"	"eye"	"closed"	"she"	"slowly"	"begin"	"to"	"dance"	"a"	"stately"	"minuet"	"around"	"the"	"ballroom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"person"	"tap"	"and"	"the"	"and_person"	"person_tap"	"tap_the"	";_and_person"	"and_person_tap"	"person_tap_the"	"tap_the_kitchen"	"ε"	"CC"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"child"	"rush_off"	"to"	"their"	"sweater"	"and"	"person"	"begin"	"tap"	"the"	"kitchen"	"door"	"open"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"trouble"	","	"his"	"not_to_mention"	"his_trouble"	"trouble_,"	",_not_to_mention"	"when_his_trouble"	"his_trouble_,"	"trouble_,_not_to_mention"	",_not_to_mention_a"	"WRB"	"PRP$"	"NN"	"VB"	"ε"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"his"	"trouble"	"begin"	"not_to_mention"	"a"	"fledgling"	"artist"	"who"	"he"	"hire"	"and"	"who"	"turn_out"	"to"	"have"	"idea"	"of"	"his"	"own"	"with"	"particular"	"respect_to"	"the"	"hero"	"sweetheart"	"secretary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"abed"	"to"	"be"	"rise"	"be_abed"	"abed_to"	"to_rise"	"still_be_abed"	"be_abed_to"	"abed_to_rise"	"to_rise_in"	"RB"	"VB"	"RB"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"clock"	"strike"	"seven-thirty"	"as"	"they"	"approach"	"the"	"hotel"	"entrance"	"hope"	"that"	"the"	"chambermaid"	"and"	"patronne"	"would"	"still"	"be"	"abed"	"begin"	"to"	"rise"	"in"	"person"	"well"	"exercise"	"breast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"fully"	"there"	"synthetic_cubism"	"."	"synthetic_cubism_fully"	"fully_there"	"there_."	"did_synthetic_cubism_fully"	"synthetic_cubism_fully_there"	"fully_there_."	"there_._∅"	"VBD"	"NN"	"RB"	"VB"	"EX"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"analytical_cubism"	"come"	"to"	"an"	"end"	"in"	"the"	"collage"	"not"	"conclusively"	"nor"	"did"	"synthetic_cubism"	"fully"	"begin"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"synthetic_cubism"	"with"	"∅"	"person"	"∅_synthetic_cubism"	"synthetic_cubism_with"	"with_person"	"∅_∅_synthetic_cubism"	"∅_synthetic_cubism_with"	"synthetic_cubism_with_person"	"with_person_alone"	"ε"	"ε"	"NN"	"VB"	"IN"	"NNP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"begin"	"with"	"person"	"alone"	"late"	"in"	"or"	"early"	"in"	"this"	"be"	"the_point"	"at"	"which"	"he"	"finally"	"take"	"the"	"lead"	"in"	"cubist"	"innovation"	"away"	"from"	"person"	"never"	"again"	"to"	"relinquish"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"person"	"pour"	"∅"	"whisky"	"∅_person"	"person_pour"	"pour_whisky"	"∅_∅_person"	"∅_person_pour"	"person_pour_whisky"	"pour_whisky_in"	"ε"	"ε"	"NNP"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"begin"	"pour"	"whisky"	"in"	"the"	"kid"	"mouth"	"but"	"his"	"mouth"	"fill"	"without"	"any"	"get"	"down"	"his"	"throat"	"and"	"in"	"a"	"second"	"it"	"was"	"drip"	"from"	"his"	"chin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"to"	"acceleration"	"build_up"	"acceleration_,"	",_to"	"to_build_up"	"gee_acceleration_,"	"acceleration_,_to"	",_to_build_up"	"to_build_up_towards"	"NN"	"NN"	"ε"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"gabriel"	"point"	"towards"	"her"	"destination"	"under"	"one"	"gee"	"acceleration"	"begin"	"to"	"build_up"	"towards"	"her"	"ultimate"	"velocity"	"percent"	"of"	"the"	"speed_of_light"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
